GENERADORES,ESCENARIOS,gen_cvar,gen_rupmax,gen_rdnmax,gen_factorcap
Nueva_Ventanas,Seco.Dmin,37.64904188,999,999,1
Campiche,Seco.Dmin,37.91690018,999,999,1
Ventanas_02,Seco.Dmin,39.89699388,999,999,1
Ventanas_01,Seco.Dmin,42.44335633,999,999,1
Guacolda_03,Seco.Dmin,29.05,999,999,1
Guacolda_04,Seco.Dmin,32.023,999,999,1
Guacolda_01,Seco.Dmin,32.7484,999,999,1
Guacolda_02,Seco.Dmin,32.8528,999,999,1
Guacolda_05,Seco.Dmin,40.50964896,999,999,1
Santa_Maria,Seco.Dmin,33.89169646,999,999,1
Bocamina_02,Seco.Dmin,44.81518306,999,999,1
Bocamina_01,Seco.Dmin,48.09768973,999,999,1
NTO2,Seco.Dmin,29.8567,999,999,1
NTO1,Seco.Dmin,30.15688,999,999,1
CTM2,Seco.Dmin,32.2307248,999,999,1
CTH,Seco.Dmin,32.71240159,999,999,1
CTM1,Seco.Dmin,33.1455574,999,999,1
CTA,Seco.Dmin,34.98930347,999,999,1
U15,Seco.Dmin,36.8778299,999,999,1
U14,Seco.Dmin,38.2190069,999,999,1
U13,Seco.Dmin,42.217497,999,999,1
U12,Seco.Dmin,44.032503,999,999,1
COCHRANE_1,Seco.Dmin,46.51138814,999,999,1
COCHRANE_2,Seco.Dmin,46.51138814,999,999,1
CTTAR,Seco.Dmin,33.198374,999,999,1
ANG_II,Seco.Dmin,41.04048968,999,999,1
ANG_I,Seco.Dmin,42.45048968,999,999,1
IEMejillones,Seco.Dmin,43.79474211,999,999,1
Nueva_Renca_Diesel,Seco.Dmin,120.5464769,999,999,1
Nehuenco_02_Diesel,Seco.Dmin,121.0384651,999,999,1
Nehuenco_01_Diesel,Seco.Dmin,121.1952869,999,999,1
Dona_Carmen,Seco.Dmin,157.8250806,999,999,1
Espinos_01,Seco.Dmin,175.315902,999,999,1
Los_Vientos,Seco.Dmin,179.3565017,999,999,1
Cardones,Seco.Dmin,174.37435,999,999,1
Teno,Seco.Dmin,180.5514389,999,999,1
Los_Pinos,Seco.Dmin,148.5568851,999,999,1
Coronel_TG_Diesel,Seco.Dmin,165.8908952,999,999,1
Santa_Lidia,Seco.Dmin,181.2146294,999,999,1
Taltal_01_Diesel,Seco.Dmin,176.8500902,999,999,1
Taltal_02_Diesel,Seco.Dmin,176.8500902,999,999,1
Antilhue_TG_01,Seco.Dmin,197.3656384,999,999,1
Antilhue_TG_02,Seco.Dmin,197.3656384,999,999,1
San_Isidro_02_GNL,Seco.Dmin,69.48129023,999,999,1
San_Isidro_GNL,Seco.Dmin,73.58766746,999,999,1
CTM3_SIC,Seco.Dmin,62.65109403,999,999,1
U16_GNL,Seco.Dmin,38.91293792,999,999,1
KELAR,Seco.Dmin,62.01728,999,999,1
CC1_GNL,Seco.Dmin,108.6798098,999,999,1
CC2_GNL,Seco.Dmin,108.6798098,999,999,1
Rapel,Seco.Dmin,160,0,999,0.3
Colbun,Seco.Dmin,160,0,999,0.3
Machicura,Seco.Dmin,160,0,999,0.3
Cipreses,Seco.Dmin,160,0,999,0.3
Los_Condores,Seco.Dmin,160,0,999,0.3
Pehuenche,Seco.Dmin,160,0,999,0.3
El_Toro,Seco.Dmin,160,0,999,0.3
Ralco,Seco.Dmin,160,0,999,0.3
Pangue,Seco.Dmin,160,0,999,0.3
Antuco,Seco.Dmin,160,0,999,0.3
Angostura,Seco.Dmin,160,0,999,0.3
Canutillar,Seco.Dmin,160,0,999,0.3
Hornitos,Seco.Dmin,0,0,999,0.3
Juncal,Seco.Dmin,0,0,999,0.3
Blanco,Seco.Dmin,0,0,999,0.3
Chacabuquito,Seco.Dmin,0,0,999,0.3
Los_Quilos,Seco.Dmin,0,0,999,0.3
Alfalfal,Seco.Dmin,0,0,999,0.3
Florida,Seco.Dmin,0,0,999,0.3
Maitenes,Seco.Dmin,0,0,999,0.3
Volcan,Seco.Dmin,0,0,999,0.3
Puntilla,Seco.Dmin,0,0,999,0.3
Sauzal,Seco.Dmin,0,0,999,0.3
Chacayes,Seco.Dmin,0,0,999,0.3
Alfalfal_02,Seco.Dmin,0,0,999,0.3
Las_Lajas,Seco.Dmin,0,0,999,0.3
La_Higuera,Seco.Dmin,0,0,999,0.3
Confluencia,Seco.Dmin,0,0,999,0.3
San_Andres,Seco.Dmin,0,0,999,0.3
Los_Hierros,Seco.Dmin,0,0,999,0.3
El_Paso,Seco.Dmin,0,0,999,0.3
nuble,Seco.Dmin,0,0,999,0.3
Ancoa,Seco.Dmin,0,0,999,0.3
Peuchen,Seco.Dmin,0,0,999,0.3
Mampil,Seco.Dmin,0,0,999,0.3
Pullinque,Seco.Dmin,0,0,999,0.3
Pilmaiquen,Seco.Dmin,0,0,999,0.3
Rucatayo,Seco.Dmin,0,0,999,0.3
Laja_I,Seco.Dmin,0,0,999,0.3
San_Pedro,Seco.Dmin,0,0,999,0.3
Chiburgo,Seco.Dmin,0,0,999,0.3
Isla,Seco.Dmin,0,0,999,0.3
Curillinque,Seco.Dmin,0,0,999,0.3
Loma_Alta,Seco.Dmin,0,0,999,0.3
San_Ignacio,Seco.Dmin,0,0,999,0.3
Ojos_de_Agua,Seco.Dmin,0,0,999,0.3
Abanico,Seco.Dmin,0,0,999,0.3
Rucue,Seco.Dmin,0,0,999,0.3
Quilleco,Seco.Dmin,0,0,999,0.3
Palmucho,Seco.Dmin,0,0,999,0.3
Eolico-SIC_Centro,Seco.Dmin,0,0,999,0.5
Eolico-SIC_CentroNorte,Seco.Dmin,0,0,999,0.5
Eolico_SIC_CentroSurC,Seco.Dmin,0,0,999,0.5
Eolico_SIC_Norte,Seco.Dmin,0,0,999,0.5
Eolico_SIC_Sur,Seco.Dmin,0,0,999,0.5
Eolico_SING_Centro,Seco.Dmin,0,0,999,0.5
Solar_SIC_Centro,Seco.Dmin,0,0,999,0
Solar_SIC_CentroNorte,Seco.Dmin,0,0,999,0
Solar_SIC_Norte1,Seco.Dmin,0,0,999,0
Solar_SIC_Norte2,Seco.Dmin,0,0,999,0
Solar_SING_Centro1,Seco.Dmin,0,0,999,0
Solar_SING_Centro2,Seco.Dmin,0,0,999,0
Solar_SING_Norte,Seco.Dmin,0,0,999,0
Solar_SING_Sur,Seco.Dmin,0,0,999,0
Nueva_Ventanas,Seco.Dmax,37.64904188,999,999,1
Campiche,Seco.Dmax,37.91690018,999,999,1
Ventanas_02,Seco.Dmax,39.89699388,999,999,1
Ventanas_01,Seco.Dmax,42.44335633,999,999,1
Guacolda_03,Seco.Dmax,29.05,999,999,1
Guacolda_04,Seco.Dmax,32.023,999,999,1
Guacolda_01,Seco.Dmax,32.7484,999,999,1
Guacolda_02,Seco.Dmax,32.8528,999,999,1
Guacolda_05,Seco.Dmax,40.50964896,999,999,1
Santa_Maria,Seco.Dmax,33.89169646,999,999,1
Bocamina_02,Seco.Dmax,44.81518306,999,999,1
Bocamina_01,Seco.Dmax,48.09768973,999,999,1
NTO2,Seco.Dmax,29.8567,999,999,1
NTO1,Seco.Dmax,30.15688,999,999,1
CTM2,Seco.Dmax,32.2307248,999,999,1
CTH,Seco.Dmax,32.71240159,999,999,1
CTM1,Seco.Dmax,33.1455574,999,999,1
CTA,Seco.Dmax,34.98930347,999,999,1
U15,Seco.Dmax,36.8778299,999,999,1
U14,Seco.Dmax,38.2190069,999,999,1
U13,Seco.Dmax,42.217497,999,999,1
U12,Seco.Dmax,44.032503,999,999,1
COCHRANE_1,Seco.Dmax,46.51138814,999,999,1
COCHRANE_2,Seco.Dmax,46.51138814,999,999,1
CTTAR,Seco.Dmax,33.198374,999,999,1
ANG_II,Seco.Dmax,41.04048968,999,999,1
ANG_I,Seco.Dmax,42.45048968,999,999,1
IEMejillones,Seco.Dmax,43.79474211,999,999,1
Nueva_Renca_Diesel,Seco.Dmax,120.5464769,999,999,1
Nehuenco_02_Diesel,Seco.Dmax,121.0384651,999,999,1
Nehuenco_01_Diesel,Seco.Dmax,121.1952869,999,999,1
Dona_Carmen,Seco.Dmax,157.8250806,999,999,1
Espinos_01,Seco.Dmax,175.315902,999,999,1
Los_Vientos,Seco.Dmax,179.3565017,999,999,1
Cardones,Seco.Dmax,174.37435,999,999,1
Teno,Seco.Dmax,180.5514389,999,999,1
Los_Pinos,Seco.Dmax,148.5568851,999,999,1
Coronel_TG_Diesel,Seco.Dmax,165.8908952,999,999,1
Santa_Lidia,Seco.Dmax,181.2146294,999,999,1
Taltal_01_Diesel,Seco.Dmax,176.8500902,999,999,1
Taltal_02_Diesel,Seco.Dmax,176.8500902,999,999,1
Antilhue_TG_01,Seco.Dmax,197.3656384,999,999,1
Antilhue_TG_02,Seco.Dmax,197.3656384,999,999,1
San_Isidro_02_GNL,Seco.Dmax,69.48129023,999,999,1
San_Isidro_GNL,Seco.Dmax,73.58766746,999,999,1
CTM3_SIC,Seco.Dmax,62.65109403,999,999,1
U16_GNL,Seco.Dmax,38.91293792,999,999,1
KELAR,Seco.Dmax,62.01728,999,999,1
CC1_GNL,Seco.Dmax,108.6798098,999,999,1
CC2_GNL,Seco.Dmax,108.6798098,999,999,1
Rapel,Seco.Dmax,160,0,999,0.3
Colbun,Seco.Dmax,160,0,999,0.3
Machicura,Seco.Dmax,160,0,999,0.3
Cipreses,Seco.Dmax,160,0,999,0.3
Los_Condores,Seco.Dmax,160,0,999,0.3
Pehuenche,Seco.Dmax,160,0,999,0.3
El_Toro,Seco.Dmax,160,0,999,0.3
Ralco,Seco.Dmax,160,0,999,0.3
Pangue,Seco.Dmax,160,0,999,0.3
Antuco,Seco.Dmax,160,0,999,0.3
Angostura,Seco.Dmax,160,0,999,0.3
Canutillar,Seco.Dmax,160,0,999,0.3
Hornitos,Seco.Dmax,0,0,999,0.3
Juncal,Seco.Dmax,0,0,999,0.3
Blanco,Seco.Dmax,0,0,999,0.3
Chacabuquito,Seco.Dmax,0,0,999,0.3
Los_Quilos,Seco.Dmax,0,0,999,0.3
Alfalfal,Seco.Dmax,0,0,999,0.3
Florida,Seco.Dmax,0,0,999,0.3
Maitenes,Seco.Dmax,0,0,999,0.3
Volcan,Seco.Dmax,0,0,999,0.3
Puntilla,Seco.Dmax,0,0,999,0.3
Sauzal,Seco.Dmax,0,0,999,0.3
Chacayes,Seco.Dmax,0,0,999,0.3
Alfalfal_02,Seco.Dmax,0,0,999,0.3
Las_Lajas,Seco.Dmax,0,0,999,0.3
La_Higuera,Seco.Dmax,0,0,999,0.3
Confluencia,Seco.Dmax,0,0,999,0.3
San_Andres,Seco.Dmax,0,0,999,0.3
Los_Hierros,Seco.Dmax,0,0,999,0.3
El_Paso,Seco.Dmax,0,0,999,0.3
nuble,Seco.Dmax,0,0,999,0.3
Ancoa,Seco.Dmax,0,0,999,0.3
Peuchen,Seco.Dmax,0,0,999,0.3
Mampil,Seco.Dmax,0,0,999,0.3
Pullinque,Seco.Dmax,0,0,999,0.3
Pilmaiquen,Seco.Dmax,0,0,999,0.3
Rucatayo,Seco.Dmax,0,0,999,0.3
Laja_I,Seco.Dmax,0,0,999,0.3
San_Pedro,Seco.Dmax,0,0,999,0.3
Chiburgo,Seco.Dmax,0,0,999,0.3
Isla,Seco.Dmax,0,0,999,0.3
Curillinque,Seco.Dmax,0,0,999,0.3
Loma_Alta,Seco.Dmax,0,0,999,0.3
San_Ignacio,Seco.Dmax,0,0,999,0.3
Ojos_de_Agua,Seco.Dmax,0,0,999,0.3
Abanico,Seco.Dmax,0,0,999,0.3
Rucue,Seco.Dmax,0,0,999,0.3
Quilleco,Seco.Dmax,0,0,999,0.3
Palmucho,Seco.Dmax,0,0,999,0.3
Eolico-SIC_Centro,Seco.Dmax,0,0,999,0.5
Eolico-SIC_CentroNorte,Seco.Dmax,0,0,999,0.5
Eolico_SIC_CentroSurC,Seco.Dmax,0,0,999,0.5
Eolico_SIC_Norte,Seco.Dmax,0,0,999,0.5
Eolico_SIC_Sur,Seco.Dmax,0,0,999,0.5
Eolico_SING_Centro,Seco.Dmax,0,0,999,0.5
Solar_SIC_Centro,Seco.Dmax,0,0,999,1
Solar_SIC_CentroNorte,Seco.Dmax,0,0,999,1
Solar_SIC_Norte1,Seco.Dmax,0,0,999,1
Solar_SIC_Norte2,Seco.Dmax,0,0,999,1
Solar_SING_Centro1,Seco.Dmax,0,0,999,1
Solar_SING_Centro2,Seco.Dmax,0,0,999,1
Solar_SING_Norte,Seco.Dmax,0,0,999,1
Solar_SING_Sur,Seco.Dmax,0,0,999,1
Nueva_Ventanas,Seco.Dmedia,37.64904188,999,999,1
Campiche,Seco.Dmedia,37.91690018,999,999,1
Ventanas_02,Seco.Dmedia,39.89699388,999,999,1
Ventanas_01,Seco.Dmedia,42.44335633,999,999,1
Guacolda_03,Seco.Dmedia,29.05,999,999,1
Guacolda_04,Seco.Dmedia,32.023,999,999,1
Guacolda_01,Seco.Dmedia,32.7484,999,999,1
Guacolda_02,Seco.Dmedia,32.8528,999,999,1
Guacolda_05,Seco.Dmedia,40.50964896,999,999,1
Santa_Maria,Seco.Dmedia,33.89169646,999,999,1
Bocamina_02,Seco.Dmedia,44.81518306,999,999,1
Bocamina_01,Seco.Dmedia,48.09768973,999,999,1
NTO2,Seco.Dmedia,29.8567,999,999,1
NTO1,Seco.Dmedia,30.15688,999,999,1
CTM2,Seco.Dmedia,32.2307248,999,999,1
CTH,Seco.Dmedia,32.71240159,999,999,1
CTM1,Seco.Dmedia,33.1455574,999,999,1
CTA,Seco.Dmedia,34.98930347,999,999,1
U15,Seco.Dmedia,36.8778299,999,999,1
U14,Seco.Dmedia,38.2190069,999,999,1
U13,Seco.Dmedia,42.217497,999,999,1
U12,Seco.Dmedia,44.032503,999,999,1
COCHRANE_1,Seco.Dmedia,46.51138814,999,999,1
COCHRANE_2,Seco.Dmedia,46.51138814,999,999,1
CTTAR,Seco.Dmedia,33.198374,999,999,1
ANG_II,Seco.Dmedia,41.04048968,999,999,1
ANG_I,Seco.Dmedia,42.45048968,999,999,1
IEMejillones,Seco.Dmedia,43.79474211,999,999,1
Nueva_Renca_Diesel,Seco.Dmedia,120.5464769,999,999,1
Nehuenco_02_Diesel,Seco.Dmedia,121.0384651,999,999,1
Nehuenco_01_Diesel,Seco.Dmedia,121.1952869,999,999,1
Dona_Carmen,Seco.Dmedia,157.8250806,999,999,1
Espinos_01,Seco.Dmedia,175.315902,999,999,1
Los_Vientos,Seco.Dmedia,179.3565017,999,999,1
Cardones,Seco.Dmedia,174.37435,999,999,1
Teno,Seco.Dmedia,180.5514389,999,999,1
Los_Pinos,Seco.Dmedia,148.5568851,999,999,1
Coronel_TG_Diesel,Seco.Dmedia,165.8908952,999,999,1
Santa_Lidia,Seco.Dmedia,181.2146294,999,999,1
Taltal_01_Diesel,Seco.Dmedia,176.8500902,999,999,1
Taltal_02_Diesel,Seco.Dmedia,176.8500902,999,999,1
Antilhue_TG_01,Seco.Dmedia,197.3656384,999,999,1
Antilhue_TG_02,Seco.Dmedia,197.3656384,999,999,1
San_Isidro_02_GNL,Seco.Dmedia,69.48129023,999,999,1
San_Isidro_GNL,Seco.Dmedia,73.58766746,999,999,1
CTM3_SIC,Seco.Dmedia,62.65109403,999,999,1
U16_GNL,Seco.Dmedia,38.91293792,999,999,1
KELAR,Seco.Dmedia,62.01728,999,999,1
CC1_GNL,Seco.Dmedia,108.6798098,999,999,1
CC2_GNL,Seco.Dmedia,108.6798098,999,999,1
Rapel,Seco.Dmedia,160,0,999,0.3
Colbun,Seco.Dmedia,160,0,999,0.3
Machicura,Seco.Dmedia,160,0,999,0.3
Cipreses,Seco.Dmedia,160,0,999,0.3
Los_Condores,Seco.Dmedia,160,0,999,0.3
Pehuenche,Seco.Dmedia,160,0,999,0.3
El_Toro,Seco.Dmedia,160,0,999,0.3
Ralco,Seco.Dmedia,160,0,999,0.3
Pangue,Seco.Dmedia,160,0,999,0.3
Antuco,Seco.Dmedia,160,0,999,0.3
Angostura,Seco.Dmedia,160,0,999,0.3
Canutillar,Seco.Dmedia,160,0,999,0.3
Hornitos,Seco.Dmedia,0,0,999,0.3
Juncal,Seco.Dmedia,0,0,999,0.3
Blanco,Seco.Dmedia,0,0,999,0.3
Chacabuquito,Seco.Dmedia,0,0,999,0.3
Los_Quilos,Seco.Dmedia,0,0,999,0.3
Alfalfal,Seco.Dmedia,0,0,999,0.3
Florida,Seco.Dmedia,0,0,999,0.3
Maitenes,Seco.Dmedia,0,0,999,0.3
Volcan,Seco.Dmedia,0,0,999,0.3
Puntilla,Seco.Dmedia,0,0,999,0.3
Sauzal,Seco.Dmedia,0,0,999,0.3
Chacayes,Seco.Dmedia,0,0,999,0.3
Alfalfal_02,Seco.Dmedia,0,0,999,0.3
Las_Lajas,Seco.Dmedia,0,0,999,0.3
La_Higuera,Seco.Dmedia,0,0,999,0.3
Confluencia,Seco.Dmedia,0,0,999,0.3
San_Andres,Seco.Dmedia,0,0,999,0.3
Los_Hierros,Seco.Dmedia,0,0,999,0.3
El_Paso,Seco.Dmedia,0,0,999,0.3
nuble,Seco.Dmedia,0,0,999,0.3
Ancoa,Seco.Dmedia,0,0,999,0.3
Peuchen,Seco.Dmedia,0,0,999,0.3
Mampil,Seco.Dmedia,0,0,999,0.3
Pullinque,Seco.Dmedia,0,0,999,0.3
Pilmaiquen,Seco.Dmedia,0,0,999,0.3
Rucatayo,Seco.Dmedia,0,0,999,0.3
Laja_I,Seco.Dmedia,0,0,999,0.3
San_Pedro,Seco.Dmedia,0,0,999,0.3
Chiburgo,Seco.Dmedia,0,0,999,0.3
Isla,Seco.Dmedia,0,0,999,0.3
Curillinque,Seco.Dmedia,0,0,999,0.3
Loma_Alta,Seco.Dmedia,0,0,999,0.3
San_Ignacio,Seco.Dmedia,0,0,999,0.3
Ojos_de_Agua,Seco.Dmedia,0,0,999,0.3
Abanico,Seco.Dmedia,0,0,999,0.3
Rucue,Seco.Dmedia,0,0,999,0.3
Quilleco,Seco.Dmedia,0,0,999,0.3
Palmucho,Seco.Dmedia,0,0,999,0.3
Eolico-SIC_Centro,Seco.Dmedia,0,0,999,0.5
Eolico-SIC_CentroNorte,Seco.Dmedia,0,0,999,0.5
Eolico_SIC_CentroSurC,Seco.Dmedia,0,0,999,0.5
Eolico_SIC_Norte,Seco.Dmedia,0,0,999,0.5
Eolico_SIC_Sur,Seco.Dmedia,0,0,999,0.5
Eolico_SING_Centro,Seco.Dmedia,0,0,999,0.5
Solar_SIC_Centro,Seco.Dmedia,0,0,999,0.5
Solar_SIC_CentroNorte,Seco.Dmedia,0,0,999,0.5
Solar_SIC_Norte1,Seco.Dmedia,0,0,999,0.5
Solar_SIC_Norte2,Seco.Dmedia,0,0,999,0.5
Solar_SING_Centro1,Seco.Dmedia,0,0,999,0.5
Solar_SING_Centro2,Seco.Dmedia,0,0,999,0.5
Solar_SING_Norte,Seco.Dmedia,0,0,999,0.5
Solar_SING_Sur,Seco.Dmedia,0,0,999,0.5
Nueva_Ventanas,Medio.Dmin,37.64904188,999,999,1
Campiche,Medio.Dmin,37.91690018,999,999,1
Ventanas_02,Medio.Dmin,39.89699388,999,999,1
Ventanas_01,Medio.Dmin,42.44335633,999,999,1
